area,ID,Longitude,Latitude,Slp_class,Slope_mean,Elv_class,Elevation_,ECO_NAME,G200_REGIO,_antropiza,HISTO_0,HISTO_1,HISTO_2,HISTO_3,total_pix,Natural,Agro,Urb,Other,Antro,Check
99926101.3,9900,-41.406063,-21.918022,Class1,2.637444496,1-Low Elevation,3.664601712,Alto Paraná Atlantic forests,Atlantic Forests,0.438272959,77923,36312,0,0,114235,0.682,0.318,0,0,0.318,1
99926101.3,12149,-41.204384,-21.989803,Class1,2.235635297,1-Low Elevation,3.926148784,Alto Paraná Atlantic forests,Atlantic Forests,0.783183036,36807,76983,445,0,114235,0.322,0.674,0.004,0,0.678,1
99926101.3,6156,-41.305252,-21.953941,Class1,3.313572892,1-Low Elevation,4.051101084,Alto Paraná Atlantic forests,Atlantic Forests,0.442691255,76742,37148,556,0,114446,0.671,0.325,0.005,0,0.329,1.001
99926101.3,11745,-41.217935,-21.898373,Class1,2.243941504,1-Low Elevation,4.137515726,Alto Paraná Atlantic forests,Atlantic Forests,0.965478551,10501,96580,7155,0,114236,0.092,0.845,0.063,0,0.908,1
99926101.3,353,-41.231467,-21.806933,Class1,2.297110068,1-Low Elevation,5.290379996,Alto Paraná Atlantic forests,Atlantic Forests,0.966904569,5713,97525,11207,0,114445,0.05,0.852,0.098,0,0.95,1
99926101.3,12206,-41.318727,-21.8625,Class1,2.299236209,1-Low Elevation,5.890840513,Alto Paraná Atlantic forests,Atlantic Forests,0.974303382,5902,101797,6537,0,114236,0.052,0.891,0.057,0,0.948,1
99926101.3,7287,-39.960206,-19.574073,Class1,2.695921913,1-Low Elevation,7.100767554,Bahia coastal forests,Atlantic Forests,0.826158479,31300,83145,0,0,114445,0.273,0.727,0,0,0.727,1
99926101.3,9041,-40.045419,-19.630421,Class1,2.927080641,1-Low Elevation,8.497579457,Bahia coastal forests,Atlantic Forests,0.752442337,42126,72015,94,0,114235,0.369,0.63,0.001,0,0.631,1
99926101.3,12161,-42.130823,-22.872887,Class1,3.171321709,1-Low Elevation,9.292794579,Serra do Mar coastal forests,Atlantic Forests,0.198994398,90223,6502,12783,4729,114237,0.79,0.057,0.112,0.041,0.21,1
99926101.3,4451,-47.727696,-24.538734,Class1,4.572034514,1-Low Elevation,10.21920428,Serra do Mar coastal forests,Atlantic Forests,0.444240098,58777,55458,0,0,114235,0.515,0.485,0,0,0.485,1
99926101.3,4285,-42.055545,-22.726337,Class1,4.004907037,1-Low Elevation,10.29786505,Serra do Mar coastal forests,Atlantic Forests,0.908932157,12520,96313,5402,0,114235,0.11,0.843,0.047,0,0.89,1
99926101.3,4747,-43.673844,-22.833682,Class1,3.340362009,1-Low Elevation,10.47837509,Serra do Mar coastal forests,Atlantic Forests,0.894716418,12374,72450,18773,10849,114446,0.108,0.633,0.164,0.095,0.892,1
99926101.3,12692,-49.864746,-29.281874,Class1,4.717384454,1-Low Elevation,10.75962326,Serra do Mar coastal forests,Atlantic Forests,0.846005888,18614,95622,0,0,114236,0.163,0.837,0,0,0.837,1
99926101.3,8680,-39.875067,-19.517679,Class1,3.623311216,1-Low Elevation,10.76436938,Bahia coastal forests,Atlantic Forests,0.41591584,71360,42877,0,0,114237,0.625,0.375,0,0,0.375,1
99926101.3,8960,-39.091684,-15.631389,Class1,4.209800324,1-Low Elevation,10.86264207,Bahia coastal forests,Atlantic Forests,0.500463994,47365,66871,0,0,114236,0.415,0.585,0,0,0.585,1
99926101.3,4913,-47.718641,-24.630424,Class1,5.834652671,1-Low Elevation,12.62307957,Serra do Mar coastal forests,Atlantic Forests,0.292951449,74398,39839,0,0,114237,0.651,0.349,0,0,0.349,1
99926101.3,635,-48.81335,-26.499032,Class1,4.580859103,1-Low Elevation,13.10109655,Serra do Mar coastal forests,Atlantic Forests,0.598226714,45812,68166,258,0,114236,0.401,0.597,0.002,0,0.599,1
99926101.3,8451,-42.068561,-22.634903,Class1,5.13759947,1-Low Elevation,13.49823614,Serra do Mar coastal forests,Atlantic Forests,0.907615344,10457,92859,10369,551,114236,0.092,0.813,0.091,0.005,0.908,1.001
99926101.3,4444,-41.258473,-21.624026,Class1,3.640590955,1-Low Elevation,13.54709143,Bahia interior forests,Atlantic Forests,0.877251445,14696,94165,5376,0,114237,0.129,0.824,0.047,0,0.871,1
99926101.3,11047,-39.889295,-19.426054,Class1,3.91595838,1-Low Elevation,13.89792486,Bahia coastal forests,Atlantic Forests,0.442835932,71229,43009,0,0,114238,0.624,0.376,0,0,0.376,1
99926101.3,13010,-49.591556,-28.943705,Class1,3.525654006,1-Low Elevation,14.01012669,Serra do Mar coastal forests,Atlantic Forests,0.943350065,6351,107175,711,0,114237,0.056,0.938,0.006,0,0.944,1
99926101.3,5873,-40.059541,-19.5388,Class1,3.362163545,1-Low Elevation,14.08373003,Bahia coastal forests,Atlantic Forests,0.82801559,23815,90068,352,0,114235,0.208,0.788,0.003,0,0.792,0.999
99926101.3,8034,-42.169696,-22.598578,Class1,6.063663884,1-Low Elevation,14.29314645,Serra do Mar coastal forests,Atlantic Forests,0.884153337,14346,99648,242,0,114236,0.126,0.872,0.002,0,0.874,1
99926101.3,7775,-47.626673,-24.578101,Class1,7.255883533,1-Low Elevation,14.87890841,Serra do Mar coastal forests,Atlantic Forests,0.245602639,84473,29971,0,0,114444,0.738,0.262,0,0,0.262,1
99926101.3,10175,-39.974381,-19.48245,Class1,3.806447242,1-Low Elevation,15.29047143,Bahia coastal forests,Atlantic Forests,0.564574774,53061,61175,0,0,114236,0.464,0.536,0,0,0.536,1
99926101.3,8545,-47.44297,-24.473316,Class1,5.759837134,1-Low Elevation,16.10162907,Serra do Mar coastal forests,Atlantic Forests,0.016096647,111666,2571,0,0,114237,0.977,0.023,0,0,0.023,1
99926101.3,456,-49.503506,-28.800278,Class1,2.617584826,1-Low Elevation,16.21710096,Serra do Mar coastal forests,Atlantic Forests,0.95827428,4933,107628,1674,0,114235,0.043,0.942,0.015,0,0.957,1
99926101.3,1878,-49.207761,-28.737496,Class1,4.172077497,1-Low Elevation,16.52461988,Serra do Mar coastal forests,Atlantic Forests,0.889090418,13442,96063,4732,0,114237,0.118,0.841,0.041,0,0.882,1
99926101.3,4937,-41.125108,-21.238329,Class1,8.225046327,1-Low Elevation,16.96449999,Bahia interior forests,Atlantic Forests,0.736099277,34481,79651,104,0,114236,0.302,0.697,0.001,0,0.698,1
99926101.3,5720,-47.43371,-24.564993,Class1,5.467634314,1-Low Elevation,17.16710095,Serra do Mar coastal forests,Atlantic Forests,0.008216982,112890,1555,0,0,114445,0.986,0.014,0,0,0.014,1
99926101.3,7890,-39.988536,-19.390812,Class1,3.699072427,1-Low Elevation,17.2324166,Bahia coastal forests,Atlantic Forests,0.635809916,46938,63489,3809,0,114236,0.411,0.556,0.033,0,0.589,1
99926101.3,3286,-49.776123,-29.138516,Class1,4.525575779,1-Low Elevation,17.29084051,Serra do Mar coastal forests,Atlantic Forests,0.746946075,27201,84284,2751,0,114236,0.238,0.738,0.024,0,0.762,1
99926101.3,11689,-48.668179,-25.93674,Class1,6.240000149,1-Low Elevation,17.98718204,Serra do Mar coastal forests,Atlantic Forests,0.108803307,104329,9734,162,220,114445,0.912,0.085,0.001,0.002,0.088,1
99926101.3,822,-49.024725,-28.542223,Class1,7.793375018,1-Low Elevation,18.07520369,Serra do Mar coastal forests,Atlantic Forests,0.863113316,15703,90206,8537,0,114446,0.137,0.788,0.075,0,0.863,1
99926101.3,9293,-41.580964,-22.028928,Class1,7.321600749,1-Low Elevation,18.81561486,Alto Paraná Atlantic forests,Atlantic Forests,0.794224284,28173,86063,0,0,114236,0.247,0.753,0,0,0.753,1
99926101.3,12897,-38.945265,-13.062743,Class1,7.089908241,1-Low Elevation,19.38337903,Bahia coastal forests,Atlantic Forests,0.235565567,96115,17706,279,137,114237,0.841,0.155,0.002,0.001,0.159,0.999
99926101.3,5927,-47.819677,-24.591006,Class1,7.011661813,1-Low Elevation,19.38613893,Serra do Mar coastal forests,Atlantic Forests,0.452951002,57286,57161,0,0,114447,0.501,0.499,0,0,0.499,1
99926101.3,5641,-47.635792,-24.486414,Class2,9.998910844,1-Low Elevation,20.05971361,Serra do Mar coastal forests,Atlantic Forests,0.24759149,86352,27884,0,0,114236,0.756,0.244,0,0,0.244,1
99926101.3,5964,-47.828655,-24.499311,Class1,7.663401054,1-Low Elevation,20.35750988,Serra do Mar coastal forests,Atlantic Forests,0.602373962,40077,57941,16218,0,114236,0.351,0.507,0.142,0,0.649,1
99926101.3,11382,-41.419462,-21.82657,Class1,7.734043057,1-Low Elevation,20.409544,Alto Paraná Atlantic forests,Atlantic Forests,0.875177161,21528,88773,4145,0,114446,0.188,0.776,0.036,0,0.812,1
99926101.3,5692,-47.525586,-24.617412,Class1,7.309180566,1-Low Elevation,21.27595804,Serra do Mar coastal forests,Atlantic Forests,0.187197354,91462,22711,63,0,114236,0.801,0.199,0.001,0,0.199,1.001
99926101.3,11121,-41.520141,-21.790582,Class2,11.40858175,1-Low Elevation,21.81766129,Alto Paraná Atlantic forests,Atlantic Forests,0.698800364,37332,76534,372,0,114238,0.327,0.67,0.003,0,0.673,1
99926101.3,7925,-40.073642,-19.447164,Class1,3.953831102,1-Low Elevation,22.19861642,Bahia coastal forests,Atlantic Forests,0.526388608,56906,53086,4242,0,114234,0.498,0.465,0.037,0,0.502,1
99926101.3,12654,-39.483731,-17.837161,Class1,5.684140469,1-Low Elevation,22.48390001,Bahia coastal forests,Atlantic Forests,0.631743675,44341,70105,0,0,114446,0.387,0.613,0,0,0.613,1
99926101.3,11291,-39.553333,-17.985779,Class1,5.329901052,1-Low Elevation,23.33483181,Bahia coastal forests,Atlantic Forests,0.673342501,43270,70966,0,0,114236,0.379,0.621,0,0,0.621,1
99926101.3,2095,-38.864572,-13.004941,Class1,4.399442343,1-Low Elevation,23.3494269,Bahia coastal forests,Atlantic Forests,0.365298306,73006,39406,1252,782,114446,0.638,0.344,0.011,0.007,0.362,1
99926101.3,4429,-40.95168,-21.126885,Class2,10.31449276,1-Low Elevation,23.68724746,Bahia interior forests,Atlantic Forests,0.843162894,18859,91402,4186,0,114447,0.165,0.799,0.037,0,0.835,1.001
99926101.3,3415,-49.599508,-28.851753,Class1,4.449586998,1-Low Elevation,24.07835134,Serra do Mar coastal forests,Atlantic Forests,0.943367894,7020,104429,2996,0,114445,0.061,0.912,0.026,0,0.939,0.999
99926101.3,6753,-42.156757,-22.690022,Class1,7.385804332,1-Low Elevation,24.07894624,Serra do Mar coastal forests,Atlantic Forests,0.93428945,9144,105236,66,0,114446,0.08,0.92,0.001,0,0.92,1.001
99926101.3,414,-40.002671,-19.29916,Class1,4.117601073,1-Low Elevation,24.45593606,Bahia coastal forests,Atlantic Forests,0.837063533,22271,91212,754,0,114237,0.195,0.798,0.007,0,0.805,1
99926101.3,7027,-39.290277,-17.298909,Class1,6.069217606,1-Low Elevation,24.4668194,Bahia coastal forests,Atlantic Forests,0.555523685,60333,53672,231,0,114236,0.528,0.47,0.002,0,0.472,1
99926101.3,12646,-51.842826,-29.83873,Class1,6.933160247,1-Low Elevation,24.55558882,Alto Paraná Atlantic forests,Atlantic Forests,0.569687102,44984,65172,4290,0,114446,0.393,0.569,0.037,0,0.607,0.999
99926101.3,7023,-42.826293,-22.708696,Class1,8.472377257,1-Low Elevation,24.76449158,Serra do Mar coastal forests,Atlantic Forests,0.891381376,12874,75859,25502,0,114235,0.113,0.664,0.223,0,0.887,1
99926101.3,8924,-47.810686,-24.6827,Class1,7.990770993,1-Low Elevation,24.80354488,Serra do Mar coastal forests,Atlantic Forests,0.319306889,74706,39530,0,0,114236,0.654,0.346,0,0,0.346,1
99926101.3,9308,-42.91487,-22.763442,Class1,6.188266894,1-Low Elevation,24.80401765,Serra do Mar coastal forests,Atlantic Forests,0.953862118,4963,65046,42816,1621,114446,0.043,0.568,0.374,0.014,0.957,0.999
99926101.3,6478,-47.83762,-24.407613,Class2,11.21465222,1-Low Elevation,24.95394749,Serra do Mar coastal forests,Atlantic Forests,0.441963269,62487,51496,253,0,114236,0.547,0.451,0.002,0,0.453,1
99926101.3,10147,-42.23213,-22.836534,Class1,5.516558641,1-Low Elevation,24.96839519,Serra do Mar coastal forests,Atlantic Forests,0.708991361,34501,54345,25599,0,114445,0.301,0.475,0.224,0,0.699,1
99926101.3,11755,-42.346202,-22.708675,Class1,7.602203719,1-Low Elevation,25.35125875,Serra do Mar coastal forests,Atlantic Forests,0.801262043,22862,91512,70,0,114444,0.2,0.8,0.001,0,0.8,1.001
99926101.3,11112,-41.506818,-21.882044,Class2,10.53932315,1-Low Elevation,25.69081621,Alto Paraná Atlantic forests,Atlantic Forests,0.874509639,14747,98873,617,0,114237,0.129,0.866,0.005,0,0.871,1
99926101.3,4535,-48.923867,-26.367254,Class1,8.94722332,1-Low Elevation,25.7238375,Serra do Mar coastal forests,Atlantic Forests,0.538081901,54012,56355,3868,0,114235,0.473,0.493,0.034,0,0.527,1
99926101.3,11155,-39.077312,-15.723694,Class1,9.51506807,1-Low Elevation,25.81492043,Bahia coastal forests,Atlantic Forests,0.442978386,53758,60478,0,0,114236,0.471,0.529,0,0,0.529,1
99926101.3,5575,-41.038356,-21.18263,Class2,12.19521846,1-Low Elevation,25.95232752,Bahia interior forests,Atlantic Forests,0.776427017,26491,86224,1521,0,114236,0.232,0.755,0.013,0,0.768,1
99926101.3,6791,-40.116619,-19.778328,Class1,8.249416279,1-Low Elevation,26.11209617,Bahia coastal forests,Atlantic Forests,0.596181751,39051,75135,51,0,114237,0.342,0.658,0,0,0.658,1
99926101.3,6275,-48.779723,-26.86607,Class2,10.29663395,1-Low Elevation,26.50761703,Serra do Mar coastal forests,Atlantic Forests,0.765105371,26543,73908,13862,133,114446,0.232,0.646,0.121,0.001,0.768,1
99926101.3,9201,-40.633434,-20.720444,Class2,16.49012286,1-Low Elevation,26.53011871,Bahia coastal forests,Atlantic Forests,0.71223932,35993,78252,201,0,114446,0.314,0.684,0.002,0,0.686,1
99926101.3,2903,-49.303587,-28.789116,Class1,5.090540765,1-Low Elevation,26.7410899,Serra do Mar coastal forests,Atlantic Forests,0.896639868,10751,91387,12097,0,114235,0.094,0.8,0.106,0,0.906,1
99926101.3,2962,-48.91557,-26.45901,Class2,10.29462915,1-Low Elevation,26.8227676,Serra do Mar coastal forests,Atlantic Forests,0.683969427,36944,67810,9691,0,114445,0.323,0.593,0.085,0,0.677,1.001
99926101.3,7491,-40.259507,-20.073953,Class2,12.34674003,1-Low Elevation,26.88328998,Bahia coastal forests,Atlantic Forests,0.627335807,44905,68398,933,0,114236,0.393,0.599,0.008,0,0.607,1
99926101.3,3528,-49.68771,-28.995143,Class1,5.313154789,1-Low Elevation,27.00711443,Serra do Mar coastal forests,Atlantic Forests,0.923256677,8283,104428,1515,10,114236,0.073,0.914,0.013,0,0.927,1
99926101.3,9851,-42.838751,-22.617207,Class2,14.18095427,1-Low Elevation,27.07517184,Serra do Mar coastal forests,Atlantic Forests,0.799959506,24359,83880,6206,0,114445,0.213,0.733,0.054,0,0.787,1
99926101.3,6701,-39.344996,-17.539703,Class1,6.156495135,1-Low Elevation,27.13656767,Bahia coastal forests,Atlantic Forests,0.63040764,46448,67998,0,0,114446,0.406,0.594,0,0,0.594,1
99926101.3,12079,-39.131009,-15.96546,Class1,5.458569008,1-Low Elevation,27.27239071,Bahia coastal forests,Atlantic Forests,0.2136295,90714,23522,0,0,114236,0.794,0.206,0,0,0.206,1
99926101.3,3342,-52.743113,-30.013593,Class1,4.212214523,1-Low Elevation,27.40614067,Alto Paraná Atlantic forests,Atlantic Forests,0.641259691,38272,76174,0,0,114446,0.334,0.666,0,0,0.666,1
99926101.3,9480,-43.395163,-22.761956,Class2,10.42273332,1-Low Elevation,27.57332744,Serra do Mar coastal forests,Atlantic Forests,0.99062732,849,6952,106435,0,114236,0.007,0.061,0.932,0,0.993,1
99926101.3,11753,-43.407214,-22.670432,Class2,15.07529514,1-Low Elevation,27.5821143,Serra do Mar coastal forests,Atlantic Forests,0.800205843,26594,68163,19689,0,114446,0.232,0.596,0.172,0,0.768,1
99926101.3,6231,-47.543966,-24.434048,Class2,11.13290022,1-Low Elevation,27.78240816,Serra do Mar coastal forests,Atlantic Forests,0.221763852,85263,29183,0,0,114446,0.745,0.255,0,0,0.255,1
99926101.3,11751,-42.270773,-22.562196,Class2,13.25267104,1-Low Elevation,28.08194938,Serra do Mar coastal forests,Atlantic Forests,0.497355212,59130,55315,0,0,114445,0.517,0.483,0,0,0.483,1
99926101.3,4924,-39.931862,-19.15109,Class1,5.226488216,1-Low Elevation,28.10141404,Bahia coastal forests,Atlantic Forests,0.180308092,96803,17432,0,0,114235,0.847,0.153,0,0,0.153,1
99926101.3,9102,-51.042503,-29.710492,Class1,7.213344251,1-Low Elevation,28.55574411,Alto Paraná Atlantic forests,Atlantic Forests,0.328834387,54856,37122,22017,241,114236,0.48,0.325,0.193,0.002,0.52,1
99926101.3,5614,-52.050832,-29.755082,Class1,4.123976169,1-Low Elevation,28.7471631,Alto Paraná Atlantic forests,Atlantic Forests,0.568853318,44749,69485,0,2,114236,0.392,0.608,0,0,0.608,1
99926101.3,7375,-41.607515,-21.846009,Class2,13.0844971,1-Low Elevation,28.87248996,Alto Paraná Atlantic forests,Atlantic Forests,0.758952901,29559,84547,338,0,114444,0.258,0.739,0.003,0,0.742,1
99926101.3,6334,-40.158821,-19.503468,Class1,3.409350118,1-Low Elevation,28.92788458,Bahia coastal forests,Atlantic Forests,0.820214956,23300,87230,3706,0,114236,0.204,0.764,0.032,0,0.796,1
99926101.3,3811,-50.131889,-29.711857,Class1,8.375319326,1-Low Elevation,29.21815271,Serra do Mar coastal forests,Atlantic Forests,0.070002278,103936,10300,0,0,114236,0.91,0.09,0,0,0.09,1
99926101.3,6581,-41.668529,-22.084313,Class2,10.11281154,1-Low Elevation,29.25916439,Alto Paraná Atlantic forests,Atlantic Forests,0.847911183,18297,95884,55,0,114236,0.16,0.839,0,0,0.84,0.999
99926101.3,3517,-48.907262,-26.550768,Class2,11.91158193,1-Low Elevation,29.27444809,Serra do Mar coastal forests,Atlantic Forests,0.779039456,26443,87190,601,0,114234,0.231,0.763,0.005,0,0.769,0.999
99926101.3,1984,-39.152554,-14.649631,Class1,8.658118064,1-Low Elevation,29.574404,Bahia coastal forests,Atlantic Forests,0.184756979,92582,21511,143,0,114236,0.81,0.188,0.001,0,0.19,0.999
99926101.3,10341,-46.893711,-24.157844,Class1,8.575738029,1-Low Elevation,29.73343456,Serra do Mar coastal forests,Atlantic Forests,0.066855634,108061,5470,704,0,114235,0.946,0.048,0.006,0,0.054,1
99926101.3,11708,-42.257911,-22.653649,Class2,10.21806117,1-Low Elevation,29.87698723,Serra do Mar coastal forests,Atlantic Forests,0.782876088,25333,88903,0,0,114236,0.222,0.778,0,0,0.778,1
99926101.3,9426,-40.978941,-20.943879,Class2,19.89769053,1-Low Elevation,30.0280944,Bahia interior forests,Atlantic Forests,0.815399411,22691,90533,1012,0,114236,0.199,0.793,0.009,0,0.801,1.001
99926101.3,11299,-42.182616,-22.507127,Class2,14.75926542,1-Low Elevation,30.04015453,Serra do Mar coastal forests,Atlantic Forests,0.729949299,32488,77096,4652,0,114236,0.284,0.675,0.041,0,0.716,1
99926101.3,12594,-40.087723,-19.355512,Class1,5.271780669,1-Low Elevation,30.09267114,Bahia coastal forests,Atlantic Forests,0.725290207,33823,56694,23929,0,114446,0.296,0.495,0.209,0,0.704,1
99926101.3,6821,-47.534783,-24.525731,Class2,15.83351082,1-Low Elevation,30.09594654,Serra do Mar coastal forests,Atlantic Forests,0.161021453,95140,19097,0,0,114237,0.833,0.167,0,0,0.167,1
99926101.3,4934,-39.275862,-17.390861,Class1,6.665435267,1-Low Elevation,30.19159057,Bahia coastal forests,Atlantic Forests,0.760172101,30257,84189,0,0,114446,0.264,0.736,0,0,0.736,1
99926101.3,6631,-41.359037,-21.58812,Class1,6.124982826,1-Low Elevation,30.28825903,Bahia interior forests,Atlantic Forests,0.91571337,10374,99629,4232,0,114235,0.091,0.872,0.037,0,0.909,1
99926101.3,12716,-49.112018,-28.68583,Class1,6.020750518,1-Low Elevation,30.32175065,Serra do Mar coastal forests,Atlantic Forests,0.873934905,13356,89838,11251,0,114445,0.117,0.785,0.098,0,0.883,1
99926101.3,125,-40.130706,-19.686722,Class1,7.11191028,1-Low Elevation,30.36531954,Bahia coastal forests,Atlantic Forests,0.760239592,25775,88462,0,0,114237,0.226,0.774,0,0,0.774,1
99926101.3,10899,-51.953064,-29.704794,Class1,6.692775031,1-Low Elevation,31.30308591,Alto Paraná Atlantic forests,Atlantic Forests,0.584457404,30337,83684,213,0,114234,0.266,0.733,0.002,0,0.734,1.001
99926101.3,12704,-49.679816,-29.087114,Class1,8.721413344,1-Low Elevation,31.52068179,Serra do Mar coastal forests,Atlantic Forests,0.837874774,18428,86872,9146,0,114446,0.161,0.759,0.08,0,0.839,1
99926101.3,10261,-52.436892,-30.047959,Class1,5.869529697,1-Low Elevation,31.5213447,Alto Paraná Atlantic forests,Atlantic Forests,0.467001864,57624,56614,0,0,114238,0.504,0.496,0,0,0.496,1
99926101.3,11804,-41.594249,-21.937473,Class2,9.938591376,1-Low Elevation,31.54389264,Alto Paraná Atlantic forests,Atlantic Forests,0.882280489,12535,101571,130,0,114236,0.11,0.889,0.001,0,0.89,1
99926101.3,7206,-40.144774,-19.595103,Class1,4.788540992,1-Low Elevation,31.8619191,Bahia coastal forests,Atlantic Forests,0.873683944,16103,96067,2277,0,114447,0.141,0.839,0.02,0,0.859,1
99926101.3,6006,-41.271947,-21.532557,Class1,6.510088393,1-Low Elevation,31.94921579,Bahia interior forests,Atlantic Forests,0.941873708,6734,106572,930,0,114236,0.059,0.933,0.008,0,0.941,1
99926101.3,1923,-39.052553,-15.297015,Class2,12.0695039,1-Low Elevation,32.74779217,Bahia coastal forests,Atlantic Forests,0.351524866,69117,43405,1714,0,114236,0.605,0.38,0.015,0,0.395,1
99926101.3,10866,-40.403047,-20.369331,Class2,14.44217773,1-Low Elevation,32.82291073,Bahia coastal forests,Atlantic Forests,0.877194462,16933,44469,52833,0,114235,0.148,0.389,0.462,0,0.852,0.999
99926101.3,10021,-42.143799,-22.781458,Class1,8.876889041,1-Low Elevation,33.12640675,Serra do Mar coastal forests,Atlantic Forests,0.890784234,15916,90874,7447,0,114237,0.139,0.795,0.065,0,0.861,0.999
99926101.3,5898,-43.685701,-22.742145,Class1,7.075690171,1-Low Elevation,33.29478395,Serra do Mar coastal forests,Atlantic Forests,0.876705164,11446,84652,18137,0,114235,0.1,0.741,0.159,0,0.9,1
99926101.3,1017,-49.215992,-28.645581,Class1,7.55045878,1-Low Elevation,33.53278113,Serra do Mar coastal forests,Atlantic Forests,0.878848977,15451,84434,13893,458,114236,0.135,0.739,0.122,0.004,0.865,1
99926101.3,403,-41.11156,-21.329816,Class1,6.4643624,1-Low Elevation,33.60822712,Bahia interior forests,Atlantic Forests,0.928207464,7311,102300,4625,0,114236,0.064,0.896,0.04,0,0.936,1
99926101.3,10305,-47.736738,-24.447041,Class2,15.35880058,1-Low Elevation,33.6268042,Serra do Mar coastal forests,Atlantic Forests,0.358518581,67211,46546,396,291,114444,0.587,0.407,0.003,0.003,0.413,1
99926101.3,12746,-39.946011,-19.059404,Class1,6.33317382,1-Low Elevation,34.21680842,Bahia coastal forests,Atlantic Forests,0.23138962,93166,21277,0,0,114443,0.814,0.186,0,0,0.186,1
99926101.3,1367,-35.342355,-9.10518,Class2,17.06221459,1-Low Elevation,34.25913411,Pernambuco coastal forests,Atlantic Forests,0.731558345,32402,81790,45,0,114237,0.284,0.716,0,0,0.716,1
99926101.3,103,-39.777268,-18.339405,Class1,7.439392222,1-Low Elevation,34.27113143,Bahia coastal forests,Atlantic Forests,0.705802457,37325,76912,0,0,114237,0.327,0.673,0,0,0.673,1
99926101.3,6813,-39.637345,-18.042488,Class1,6.259657593,1-Low Elevation,34.37116293,Bahia coastal forests,Atlantic Forests,0.695667946,36012,78224,0,0,114236,0.315,0.685,0,0,0.685,1
99926101.3,1046,-52.240635,-29.947688,Class1,7.125991026,1-Low Elevation,34.49522847,Alto Paraná Atlantic forests,Atlantic Forests,0.501927668,57855,56381,0,0,114236,0.506,0.494,0,0,0.494,1
99926101.3,1379,-53.152893,-29.93628,Class1,3.688790924,1-Low Elevation,34.5072197,Alto Paraná Atlantic forests,Atlantic Forests,0.647921781,38810,75284,141,0,114235,0.34,0.659,0.001,0,0.66,1
99926101.3,1137,-35.000597,-7.548255,Class1,7.625638428,1-Low Elevation,35.03532595,Pernambuco interior forests,Atlantic Forests,0.837804549,17170,87441,9625,0,114236,0.15,0.765,0.084,0,0.85,0.999
99926101.3,9061,-47.846572,-24.315912,Class2,15.37908266,1-Low Elevation,35.55044644,Serra do Mar coastal forests,Atlantic Forests,0.18458639,93993,20452,0,0,114445,0.821,0.179,0,0,0.179,1
99926101.3,308,-40.965321,-21.035387,Class2,13.8874893,1-Low Elevation,35.62292852,Bahia interior forests,Atlantic Forests,0.947476315,8435,103564,2237,0,114236,0.074,0.907,0.02,0,0.926,1.001
99926101.3,4757,-39.56762,-17.893921,Class1,5.586465246,1-Low Elevation,35.79361629,Bahia coastal forests,Atlantic Forests,0.750740288,31282,82953,0,0,114235,0.274,0.726,0,0,0.726,1
99926101.3,12339,-38.287016,-12.691995,Class1,5.417593413,1-Low Elevation,36.01095215,Bahia coastal forests,Atlantic Forests,0.776933201,23466,44997,45773,0,114236,0.205,0.394,0.401,0,0.795,1
99926101.3,5158,-42.93965,-22.580451,Class2,19.02416823,1-Low Elevation,36.12887654,Serra do Mar coastal forests,Atlantic Forests,0.685620281,37900,75166,1171,0,114237,0.332,0.658,0.01,0,0.668,1
99926101.3,3938,-35.557691,-9.380134,Class2,12.84091274,1-Low Elevation,36.17590904,Pernambuco coastal forests,Atlantic Forests,0.662442843,39491,74497,248,0,114236,0.346,0.652,0.002,0,0.654,1
99926101.3,7806,-41.225407,-21.202483,Class2,19.41185348,1-Low Elevation,36.332326,Bahia interior forests,Atlantic Forests,0.696837274,40237,73995,0,4,114236,0.352,0.648,0,0,0.648,1
99926101.3,2270,-38.206812,-12.6338,Class1,7.877282816,1-Low Elevation,36.34083048,Bahia coastal forests,Atlantic Forests,0.696615374,38680,73545,2220,0,114445,0.338,0.643,0.019,0,0.662,1
99926101.3,3225,-34.881103,-7.236726,Class1,7.91274564,1-Low Elevation,36.39606993,Pernambuco interior forests,Atlantic Forests,0.681626834,39538,54846,19852,0,114236,0.346,0.48,0.174,0,0.654,1
99926101.3,7759,-51.959252,-29.612666,Class1,7.24936508,1-Low Elevation,36.48016923,Alto Paraná Atlantic forests,Atlantic Forests,0.684112843,22359,88264,3822,0,114445,0.195,0.771,0.033,0,0.805,0.999
99926101.3,8386,-47.745767,-24.355347,Class2,15.68309768,1-Low Elevation,36.53450049,Serra do Mar coastal forests,Atlantic Forests,0.291405143,77177,36871,187,0,114235,0.676,0.323,0.002,0,0.324,1.001
99926101.3,4172,-39.359379,-17.447775,Class1,7.39449356,1-Low Elevation,36.56933381,Bahia coastal forests,Atlantic Forests,0.780829776,27956,86280,0,0,114236,0.245,0.755,0,0,0.755,1
99926101.3,12647,-51.836536,-29.930884,Class1,7.82402137,1-Low Elevation,36.78801042,Alto Paraná Atlantic forests,Atlantic Forests,0.569552123,46354,67793,89,0,114236,0.406,0.593,0.001,0,0.594,1
99926101.3,12026,-42.421806,-22.855106,Class2,10.0356311,1-Low Elevation,37.00317648,Serra do Mar coastal forests,Atlantic Forests,0.825022145,22344,78058,14032,10,114444,0.195,0.682,0.123,0,0.805,1
