area,ID,Longitude,Latitude,Slope_mean,Elevation_,ECO_NAME,G200_REGIO,_antropiza
99926101.3,6521,-44.379922,-21.784921,16.75478232,1025.561905,Alto Parana Atlantic forests,Atlantic Forests,0.753138287
99926101.3,6564,-46.544499,-22.006745,17.4890976,1316.593684,Alto Parana Atlantic forests,Atlantic Forests,0.79525553
99926101.3,6593,-46.137291,-21.374169,15.35025375,827.2454537,Alto Parana Atlantic forests,Atlantic Forests,0.851879972
99926101.3,6618,-46.156649,-22.069769,22.72172659,1300.923475,Alto Parana Atlantic forests,Atlantic Forests,0.80125193
99926101.3,6667,-44.645939,-21.946863,22.94395977,1189.212243,Alto Parana Atlantic forests,Atlantic Forests,0.750601078
99926101.3,6672,-46.404658,-21.533568,17.85624955,887.8510182,Alto Parana Atlantic forests,Atlantic Forests,0.882212005
99926101.3,6674,-45.840091,-21.489726,12.65938723,822.5913737,Alto Parana Atlantic forests,Atlantic Forests,0.804926815
99926101.3,6675,-45.918961,-21.634822,19.31904385,877.1370344,Alto Parana Atlantic forests,Atlantic Forests,0.839206324
99926101.3,6688,-46.076137,-22.803457,29.72046847,1394.861705,Alto Parana Atlantic forests,Atlantic Forests,0.536887839
99926101.3,6730,-46.484196,-21.678407,19.57131672,931.3728806,Alto Parana Atlantic forests,Atlantic Forests,0.838202418
99926101.3,6731,-45.265322,-21.535851,19.7936329,1040.864682,Alto Parana Atlantic forests,Atlantic Forests,0.808760134
99926101.3,6736,-45.44805,-22.430168,29.21315495,959.3692664,Alto Parana Atlantic forests,Atlantic Forests,0.798341446
99926101.3,6755,-45.469112,-22.246807,25.29119263,972.0731197,Alto Parana Atlantic forests,Atlantic Forests,0.831799354
99926101.3,6757,-45.244084,-21.719314,13.90228517,890.3418743,Alto Parana Atlantic forests,Atlantic Forests,0.886922337
99926101.3,6758,-46.781248,-21.561806,19.17682117,791.8865172,Alto Parana Atlantic forests,Atlantic Forests,0.756603535
99926101.3,6785,-47.105587,-21.169099,9.388084151,991.121564,Alto Parana Atlantic forests,Atlantic Forests,0.882069582
99926101.3,6788,-46.44369,-21.166262,20.36365769,1059.087285,Alto Parana Atlantic forests,Atlantic Forests,0.817962476
99926101.3,6834,-45.343567,-21.681191,14.14395555,882.9227661,Alto Parana Atlantic forests,Atlantic Forests,0.853976851
